,PM10_1
6099,20.0
6100,20.0
6101,17.0
6102,19.0
6103,18.0
6104,18.0
6105,22.0
6106,19.0
6107,20.0
6108,17.0
6109,17.0
6110,20.0
6111,20.0
6112,28.0
6113,30.0
6114,23.0
6115,17.0
6116,20.0
6117,24.0
6118,24.0
6119,24.0
6120,24.0
6121,24.0
6122,25.0
6123,31.0
6124,26.0
6125,25.0
6126,23.0
6127,24.0
6128,22.0
6129,27.0
6130,33.0
6131,42.0
6132,41.0
6133,40.0
6134,42.0
6135,48.0
6136,46.0
6137,43.0
6138,33.0
6139,33.0
6140,27.0
6141,27.0
6142,24.0
6143,25.0
6144,26.0
6145,27.0
6146,26.0
6147,28.0
6148,25.0
6149,28.0
6150,29.0
6151,34.0
6152,29.0
6153,30.0
6154,32.0
6155,36.0
6156,38.92536106296938
6157,38.92536106296938
6158,27.0
6159,36.0
6160,47.0
6161,70.0
6162,68.0
6163,62.0
6164,53.0
6165,48.0
6166,52.0
6167,52.0
6168,40.0
6169,36.0
6170,33.0
6171,33.0
6172,32.0
6173,47.0
6174,53.0
6175,50.0
6176,35.0
6177,28.0
6178,28.0
6179,27.0
6180,16.0
6181,14.0
6182,13.0
6183,17.0
6184,15.0
6185,14.0
6186,14.0
6187,13.0
6188,13.0
6189,12.0
6190,12.0
6191,11.0
6192,10.0
6193,11.0
6194,10.0
6195,10.0
6196,7.0
6197,8.0
6198,7.0
6199,7.0
6200,6.0
6201,9.0
6202,11.0
6203,10.0
6204,6.0
6205,5.0
6206,9.0
6207,9.0
6208,8.0
6209,10.0
6210,11.0
6211,10.0
6212,14.0
6213,16.0
6214,12.0
6215,11.0
6216,12.0
6217,11.0
6218,9.0
6219,9.0
6220,8.0
6221,9.0
6222,9.0
6223,10.0
6224,10.0
6225,12.0
6226,13.0
6227,16.0
6228,15.0
6229,15.0
6230,17.0
6231,20.0
6232,17.0
6233,20.0
6234,21.0
6235,21.0
6236,19.0
6237,23.0
6238,24.0
6239,27.0
6240,30.0
6241,32.0
6242,28.0
6243,32.0
6244,28.0
6245,22.0
6246,10.0
6247,4.0
6248,5.0
6249,38.92536106296938
6250,9.0
6251,10.0
6252,7.0
6253,6.0
6254,14.0
6255,16.0
6256,14.0
6257,15.0
6258,12.0
6259,13.0
6260,13.0
6261,13.0
6262,16.0
6263,23.0
6264,34.0
6265,39.0
6266,36.0
6267,40.0
6268,37.0
6269,43.0
6270,38.0
6271,37.0
6272,37.0
6273,45.0
6274,31.0
6275,29.0
6276,34.0
6277,34.0
6278,37.0
6279,44.0
6280,51.0
6281,54.0
6282,42.0
6283,44.0
6284,39.0
6285,33.0
6286,36.0
6287,37.0
6288,34.0
6289,39.0
6290,41.0
6291,47.0
6292,41.0
6293,35.0
6294,37.0
6295,35.0
6296,33.0
6297,35.0
6298,35.0
6299,36.0
6300,40.0
6301,46.0
6302,44.0
6303,52.0
6304,51.0
6305,51.0
6306,50.0
6307,56.0
6308,64.0
6309,71.0
6310,74.0
6311,77.0
6312,72.0
6313,77.0
6314,79.0
6315,70.0
6316,50.0
6317,50.0
6318,46.0
6319,44.0
6320,38.0
6321,37.0
6322,35.0
6323,34.0
6324,36.0
6325,33.0
6326,38.0
6327,37.0
6328,27.0
6329,26.0
6330,27.0
6331,27.0
6332,27.0
6333,25.0
6334,21.0
6335,23.0
6336,24.0
6337,26.0
6338,14.0
6339,10.0
6340,10.0
6341,13.0
6342,12.0
6343,9.0
6344,9.0
6345,13.0
6346,18.0
6347,21.0
6348,21.0
6349,23.0
6350,23.0
6351,31.0
6352,17.0
6353,27.0
6354,37.0
6355,39.0
6356,35.0
6357,20.0
6358,16.0
6359,14.0
6360,15.0
6361,12.0
6362,12.0
6363,10.0
6364,9.0
6365,10.0
6366,9.0
6367,7.0
6368,8.0
6369,10.0
6370,9.0
6371,13.0
6372,19.0
6373,21.0
6374,20.0
6375,27.0
6376,30.0
6377,33.0
6378,19.0
6379,25.0
6380,27.0
6381,17.0
6382,18.0
6383,19.0
6384,19.0
6385,18.0
6386,17.0
6387,17.0
6388,17.0
6389,19.0
6390,17.0
6391,17.0
6392,16.0
6393,19.0
6394,22.0
6395,26.0
6396,25.0
6397,27.0
6398,26.0
6399,27.0
6400,27.0
6401,39.0
6402,49.0
6403,49.0
6404,46.0
6405,41.0
6406,39.0
6407,35.0
6408,31.0
6409,34.0
6410,33.0
6411,35.0
6412,38.0
6413,42.0
6414,47.0
6415,46.0
6416,38.0
6417,38.0
6418,41.0
6419,37.0
6420,35.0
6421,34.0
6422,31.0
6423,40.0
6424,39.0
6425,40.0
6426,37.0
6427,34.0
6428,26.0
6429,24.0
6430,25.0
6431,24.0
6432,21.0
6433,21.0
6434,22.0
6435,24.0
6436,26.0
6437,26.0
6438,17.0
6439,13.0
6440,16.0
6441,20.0
6442,18.0
6443,20.0
6444,18.0
6445,16.0
6446,14.0
6447,16.0
6448,20.0
6449,18.0
6450,19.0
6451,21.0
6452,24.0
6453,23.0
6454,17.0
6455,16.0
6456,15.0
6457,16.0
6458,15.0
6459,16.0
6460,15.0
6461,17.0
6462,17.0
6463,15.0
6464,13.0
6465,13.0
6466,16.0
6467,19.0
6468,20.0
6469,20.0
6470,19.0
6471,16.0
6472,17.0
6473,20.0
6474,20.0
6475,23.0
6476,26.0
6477,17.0
6478,16.0
6479,21.0
6480,23.0
6481,23.0
6482,20.0
6483,18.0
6484,18.0
6485,22.0
6486,18.0
6487,20.0
6488,17.0
6489,19.0
6490,19.0
6491,21.0
6492,22.0
6493,25.0
6494,32.0
6495,40.0
6496,24.0
6497,19.0
6498,20.0
6499,21.0
6500,24.0
6501,20.0
6502,17.0
6503,19.0
6504,20.0
6505,22.0
6506,21.0
6507,20.0
6508,19.0
6509,19.0
6510,20.0
6511,21.0
6512,20.0
6513,22.0
6514,23.0
6515,26.0
6516,25.0
6517,34.0
6518,29.0
6519,27.0
6520,25.0
6521,33.0
6522,41.0
6523,28.0
6524,36.0
6525,40.0
6526,33.0
6527,34.0
6528,32.0
6529,35.0
6530,32.0
6531,32.0
6532,36.0
6533,42.0
6534,42.0
6535,41.0
6536,40.0
6537,41.0
6538,44.0
6539,42.0
6540,38.0
6541,28.0
6542,14.0
6543,21.0
6544,25.0
6545,32.0
6546,32.0
6547,34.0
6548,31.0
6549,31.0
6550,34.0
6551,36.0
6552,34.0
6553,35.0
6554,34.0
6555,36.0
6556,31.0
6557,30.0
6558,31.0
6559,30.0
6560,28.0
6561,25.0
6562,26.0
6563,28.0
6564,30.0
6565,33.0
6566,28.0
6567,29.0
6568,29.0
6569,39.0
6570,40.0
6571,38.0
6572,39.0
6573,36.0
6574,28.0
6575,28.0
6576,27.0
6577,28.0
6578,27.0
6579,29.0
6580,28.0
6581,26.0
6582,24.0
6583,23.0
6584,20.0
6585,22.0
6586,23.0
6587,23.0
6588,26.0
6589,23.0
6590,20.0
6591,22.0
6592,20.0
6593,19.0
6594,21.0
6595,22.0
6596,19.0
6597,18.0
6598,17.0
6599,18.0
6600,14.0
6601,13.0
6602,13.0
6603,14.0
6604,12.0
6605,13.0
6606,11.0
6607,12.0
6608,11.0
6609,11.0
6610,12.0
6611,16.0
6612,14.0
6613,13.0
6614,12.0
6615,12.0
6616,14.0
6617,14.0
6618,12.0
6619,8.0
6620,6.0
6621,6.0
6622,4.0
6623,3.0
6624,3.0
6625,3.0
6626,3.0
6627,3.0
6628,3.0
6629,3.0
6630,3.0
6631,3.0
6632,3.0
6633,3.0
6634,4.0
6635,5.0
6636,5.0
6637,4.0
6638,8.0
6639,8.0
6640,8.0
6641,10.0
6642,10.0
6643,12.0
6644,17.0
6645,13.0
6646,10.0
6647,18.0
6648,16.0
6649,9.0
6650,8.0
6651,9.0
6652,7.0
6653,7.0
6654,9.0
6655,8.0
6656,9.0
6657,12.0
6658,11.0
6659,15.0
6660,15.0
6661,20.0
6662,21.0
6663,28.0
6664,28.0
6665,33.0
6666,31.0
6667,35.0
6668,31.0
6669,30.0
6670,32.0
6671,36.0
6672,30.0
6673,32.0
6674,35.0
6675,36.0
6676,34.0
6677,36.0
6678,35.0
6679,31.0
6680,28.0
6681,30.0
6682,27.0
6683,29.0
6684,32.0
6685,38.0
6686,33.0
6687,37.0
6688,49.0
6689,63.0
6690,60.0
6691,55.0
6692,49.0
6693,45.0
6694,38.0
6695,36.0
6696,36.0
6697,40.0
6698,43.0
6699,43.0
6700,52.0
6701,67.0
6702,48.0
6703,71.0
6704,48.0
6705,17.0
6706,11.0
6707,9.0
6708,13.0
6709,16.0
6710,16.0
6711,21.0
6712,18.0
6713,20.0
6714,18.0
6715,18.0
6716,20.0
6717,37.0
6718,34.0
6719,25.0
6720,38.0
6721,39.0
6722,19.0
6723,17.0
6724,20.0
6725,24.0
6726,27.0
6727,27.0
6728,25.0
6729,21.0
6730,22.0
6731,29.0
6732,26.0
6733,22.0
6734,23.0
6735,27.0
6736,25.0
6737,30.0
6738,28.0
6739,22.0
6740,19.0
6741,14.0
6742,9.0
6743,9.0
6744,8.0
6745,8.0
6746,9.0
6747,9.0
6748,12.0
6749,14.0
6750,11.0
6751,13.0
6752,14.0
6753,18.0
6754,17.0
6755,18.0
6756,18.0
6757,25.0
6758,22.0
6759,20.0
6760,19.0
6761,24.0
6762,22.0
6763,19.0
6764,16.0
6765,13.0
6766,12.0
6767,11.0
6768,11.0
6769,12.0
6770,12.0
6771,13.0
6772,13.0
6773,17.0
6774,17.0
6775,16.0
6776,12.0
6777,20.0
6778,22.0
6779,31.0
6780,31.0
6781,27.0
6782,28.0
6783,30.0
6784,32.0
6785,31.0
6786,26.0
6787,31.0
6788,26.0
6789,31.0
6790,29.0
6791,32.0
6792,33.0
6793,37.0
6794,27.0
6795,23.0
6796,24.0
6797,24.0
6798,23.0
6799,36.0
6800,27.0
6801,27.0
6802,29.0
6803,30.0
6804,27.0
6805,25.0
6806,34.0
6807,32.0
6808,31.0
6809,36.0
6810,40.0
6811,34.0
6812,31.0
6813,36.0
6814,38.0
6815,25.0
6816,21.0
6817,20.0
6818,17.0
6819,17.0
6820,18.0
6821,18.0
6822,15.0
6823,18.0
6824,20.0
6825,25.0
6826,28.0
6827,30.0
6828,33.0
6829,35.0
6830,35.0
6831,35.0
6832,33.0
6833,34.0
6834,33.0
6835,32.0
6836,29.0
6837,29.0
6838,30.0
6839,29.0
6840,32.0
6841,32.0
6842,32.0
6843,43.0
6844,45.0
6845,46.0
6846,38.0
6847,30.0
6848,33.0
6849,33.0
6850,30.0
6851,24.0
6852,38.92536106296938
6853,38.92536106296938
6854,38.92536106296938
6855,30.0
6856,33.0
6857,38.0
6858,36.0
6859,35.0
6860,27.0
6861,25.0
6862,31.0
6863,38.0
6864,34.0
6865,39.0
6866,35.0
6867,38.0
6868,39.0
6869,40.0
6870,37.0
6871,24.0
6872,19.0
6873,17.0
6874,14.0
6875,15.0
6876,15.0
6877,19.0
6878,16.0
6879,20.0
6880,18.0
6881,18.0
6882,21.0
6883,23.0
6884,22.0
6885,22.0
6886,19.0
6887,16.0
6888,17.0
6889,16.0
6890,14.0
6891,17.0
6892,15.0
6893,16.0
6894,30.0
6895,16.0
6896,14.0
6897,16.0
6898,16.0
6899,17.0
6900,14.0
6901,24.0
6902,20.0
6903,24.0
6904,31.0
6905,31.0
6906,26.0
6907,25.0
6908,19.0
6909,16.0
6910,17.0
6911,17.0
6912,15.0
6913,15.0
6914,14.0
6915,18.0
6916,17.0
6917,17.0
6918,17.0
6919,17.0
6920,17.0
6921,17.0
6922,17.0
6923,18.0
6924,15.0
6925,10.0
6926,15.0
6927,20.0
6928,16.0
6929,17.0
6930,21.0
6931,36.0
6932,29.0
6933,9.0
6934,7.0
6935,12.0
6936,17.0
6937,16.0
6938,16.0
6939,16.0
6940,15.0
6941,16.0
6942,15.0
6943,16.0
6944,12.0
6945,14.0
6946,15.0
6947,15.0
6948,11.0
6949,10.0
6950,8.0
6951,9.0
6952,14.0
6953,14.0
6954,10.0
6955,12.0
6956,9.0
6957,7.0
6958,7.0
6959,8.0
6960,9.0
6961,10.0
6962,9.0
6963,10.0
6964,10.0
6965,10.0
6966,10.0
6967,12.0
6968,7.0
6969,8.0
6970,9.0
6971,13.0
6972,9.0
6973,11.0
6974,9.0
6975,10.0
6976,10.0
6977,14.0
6978,12.0
6979,14.0
6980,13.0
6981,16.0
6982,20.0
6983,18.0
6984,9.0
6985,7.0
6986,9.0
6987,11.0
6988,8.0
6989,10.0
6990,9.0
6991,10.0
6992,7.0
6993,12.0
6994,14.0
6995,19.0
6996,15.0
6997,17.0
6998,18.0
6999,21.0
7000,9.0
7001,7.0
7002,13.0
7003,14.0
7004,14.0
7005,19.0
7006,16.0
7007,15.0
7008,13.0
7009,13.0
7010,15.0
7011,16.0
7012,16.0
7013,14.0
7014,13.0
7015,13.0
7016,14.0
7017,11.0
7018,13.0
7019,17.0
7020,20.0
7021,15.0
7022,19.0
7023,22.0
7024,23.0
7025,22.0
7026,22.0
7027,17.0
7028,20.0
7029,21.0
7030,27.0
7031,30.0
7032,27.0
7033,25.0
7034,20.0
7035,24.0
7036,21.0
7037,24.0
7038,21.0
7039,19.0
7040,15.0
7041,17.0
7042,20.0
7043,23.0
7044,22.0
7045,17.0
7046,14.0
7047,14.0
7048,14.0
7049,16.0
7050,14.0
7051,15.0
7052,18.0
7053,18.0
7054,16.0
7055,20.0
7056,23.0
7057,24.0
7058,17.0
7059,17.0
7060,16.0
7061,18.0
7062,15.0
7063,16.0
7064,16.0
7065,19.0
7066,18.0
7067,19.0
7068,19.0
7069,16.0
7070,23.0
7071,15.0
7072,17.0
7073,16.0
7074,19.0
7075,28.0
7076,30.0
7077,33.0
7078,30.0
7079,32.0
7080,30.0
7081,25.0
7082,25.0
7083,21.0
7084,19.0
7085,20.0
7086,20.0
7087,22.0
7088,20.0
7089,24.0
7090,24.0
7091,24.0
7092,29.0
7093,32.0
7094,25.0
7095,28.0
7096,24.0
7097,30.0
7098,25.0
7099,28.0
7100,21.0
7101,28.0
7102,38.0
7103,38.0
7104,36.0
7105,32.0
7106,30.0
7107,24.0
7108,21.0
7109,23.0
7110,22.0
7111,21.0
7112,22.0
7113,24.0
7114,23.0
7115,24.0
7116,24.0
7117,24.0
7118,20.0
7119,23.0
7120,22.0
7121,24.0
7122,17.0
7123,17.0
7124,21.0
7125,21.0
7126,27.0
7127,21.0
7128,19.0
7129,21.0
7130,21.0
7131,21.0
7132,19.0
7133,19.0
7134,20.0
7135,20.0
7136,16.0
7137,16.0
7138,13.0
7139,12.0
7140,17.0
7141,16.0
7142,16.0
7143,18.0
7144,18.0
7145,20.0
7146,20.0
7147,19.0
7148,21.0
7149,21.0
7150,24.0
7151,24.0
7152,21.0
7153,38.92536106296938
7154,19.0
7155,19.0
7156,18.0
7157,18.0
7158,18.0
7159,19.0
7160,16.0
7161,19.0
7162,16.0
7163,14.0
7164,17.0
7165,17.0
7166,17.0
7167,20.0
7168,19.0
7169,22.0
7170,19.0
7171,21.0
7172,21.0
7173,24.0
7174,18.0
7175,19.0
7176,19.0
7177,20.0
7178,19.0
7179,20.0
7180,19.0
7181,21.0
7182,21.0
7183,21.0
7184,20.0
7185,21.0
7186,19.0
7187,21.0
7188,22.0
7189,22.0
7190,20.0
7191,21.0
7192,21.0
7193,22.0
7194,40.0
7195,40.0
7196,29.0
7197,29.0
7198,29.0
7199,23.0
7200,25.0
7201,27.0
7202,27.0
7203,25.0
7204,18.0
7205,18.0
7206,16.0
7207,14.0
7208,15.0
7209,16.0
7210,20.0
7211,24.0
7212,24.0
7213,29.0
7214,28.0
7215,32.0
7216,32.0
7217,43.0
7218,45.0
7219,36.0
7220,36.0
7221,46.0
7222,47.0
7223,47.0
7224,41.0
7225,39.0
7226,39.0
7227,37.0
7228,41.0
7229,53.0
7230,50.0
7231,49.0
7232,41.0
7233,37.0
7234,38.0
7235,41.0
7236,56.0
7237,57.0
7238,52.0
7239,59.0
7240,51.0
7241,44.0
7242,39.0
7243,35.0
7244,32.0
7245,28.0
7246,23.0
7247,23.0
7248,21.0
7249,20.0
7250,21.0
7251,23.0
7252,21.0
7253,20.0
7254,20.0
7255,21.0
7256,25.0
7257,32.0
7258,28.0
7259,29.0
7260,29.0
7261,38.92536106296938
7262,38.92536106296938
7263,25.0
7264,33.0
7265,30.0
7266,30.0
7267,27.0
7268,25.0
7269,24.0
7270,22.0
7271,21.0
7272,19.0
7273,21.0
7274,16.0
7275,14.0
7276,14.0
7277,17.0
7278,16.0
7279,18.0
7280,17.0
7281,17.0
7282,18.0
7283,25.0
7284,23.0
7285,25.0
7286,28.0
7287,31.0
7288,30.0
7289,28.0
7290,29.0
7291,30.0
7292,22.0
7293,16.0
7294,15.0
7295,17.0
7296,20.0
7297,24.0
7298,22.0
7299,23.0
7300,23.0
7301,24.0
7302,21.0
7303,20.0
7304,20.0
7305,24.0
7306,26.0
7307,29.0
7308,26.0
7309,27.0
7310,31.0
7311,30.0
7312,28.0
7313,32.0
7314,30.0
7315,31.0
7316,30.0
7317,24.0
7318,22.0
7319,19.0
7320,15.0
7321,13.0
7322,11.0
7323,12.0
7324,10.0
7325,11.0
7326,10.0
7327,12.0
7328,13.0
7329,13.0
7330,13.0
7331,15.0
7332,9.0
7333,9.0
7334,10.0
7335,8.0
7336,11.0
7337,14.0
7338,14.0
7339,16.0
7340,15.0
7341,20.0
7342,18.0
7343,16.0
7344,15.0
7345,18.0
7346,20.0
7347,19.0
7348,17.0
7349,19.0
7350,18.0
7351,18.0
7352,15.0
7353,15.0
7354,16.0
7355,19.0
7356,16.0
7357,16.0
7358,20.0
7359,21.0
7360,21.0
7361,19.0
7362,14.0
7363,21.0
7364,17.0
7365,16.0
7366,16.0
7367,15.0
7368,13.0
7369,11.0
7370,12.0
7371,19.0
7372,22.0
7373,24.0
7374,22.0
7375,24.0
7376,22.0
7377,15.0
7378,18.0
7379,24.0
7380,20.0
7381,19.0
7382,22.0
7383,28.0
7384,26.0
7385,27.0
7386,25.0
7387,23.0
7388,22.0
7389,25.0
7390,24.0
7391,21.0
7392,20.0
7393,20.0
7394,19.0
7395,20.0
7396,19.0
7397,19.0
7398,22.0
7399,22.0
7400,21.0
7401,22.0
7402,18.0
7403,23.0
7404,19.0
7405,20.0
7406,22.0
7407,27.0
7408,28.0
7409,30.0
7410,30.0
7411,27.0
7412,22.0
7413,19.0
7414,16.0
7415,18.0
7416,16.0
7417,17.0
7418,19.0
7419,20.0
7420,19.0
7421,20.0
7422,18.0
7423,19.0
7424,17.0
7425,20.0
7426,20.0
7427,20.0
7428,17.0
7429,19.0
7430,23.0
7431,24.0
7432,9.0
7433,7.0
7434,7.0
7435,14.0
7436,11.0
7437,11.0
7438,12.0
7439,11.0
7440,10.0
7441,11.0
7442,11.0
7443,13.0
7444,11.0
7445,12.0
7446,13.0
7447,16.0
7448,13.0
7449,14.0
7450,15.0
7451,17.0
7452,14.0
7453,15.0
7454,14.0
7455,13.0
7456,13.0
7457,11.0
7458,12.0
7459,12.0
7460,14.0
7461,15.0
7462,15.0
7463,11.0
7464,17.0
7465,19.0
7466,19.0
7467,21.0
7468,19.0
7469,24.0
7470,23.0
7471,22.0
7472,20.0
7473,16.0
7474,15.0
7475,14.0
7476,20.0
7477,18.0
7478,18.0
7479,19.0
7480,19.0
7481,18.0
7482,10.0
7483,10.0
7484,11.0
7485,11.0
7486,11.0
7487,11.0
7488,9.0
7489,7.0
7490,9.0
7491,8.0
7492,7.0
7493,8.0
7494,7.0
7495,6.0
7496,7.0
7497,6.0
7498,7.0
7499,13.0
7500,14.0
7501,13.0
7502,14.0
7503,14.0
7504,14.0
7505,17.0
7506,16.0
7507,15.0
7508,11.0
7509,8.0
7510,6.0
7511,7.0
7512,6.0
7513,7.0
7514,7.0
7515,9.0
7516,9.0
7517,11.0
7518,9.0
7519,9.0
7520,11.0
7521,13.0
7522,13.0
7523,16.0
7524,21.0
7525,28.0
7526,32.0
7527,23.0
7528,14.0
7529,20.0
7530,20.0
7531,24.0
7532,26.0
7533,21.0
7534,19.0
7535,20.0
7536,21.0
7537,21.0
7538,19.0
7539,22.0
7540,20.0
7541,23.0
7542,20.0
7543,21.0
7544,20.0
7545,20.0
7546,24.0
7547,30.0
7548,29.0
7549,37.0
7550,35.0
7551,40.0
7552,42.0
7553,41.0
7554,41.0
7555,44.0
7556,42.0
7557,37.0
7558,33.0
7559,36.0
7560,36.0
7561,33.0
7562,34.0
7563,36.0
7564,33.0
7565,35.0
7566,36.0
7567,31.0
7568,26.0
7569,26.0
7570,25.0
7571,27.0
7572,25.0
7573,30.0
7574,31.0
7575,32.0
7576,32.0
7577,33.0
7578,35.0
7579,36.0
7580,33.0
7581,34.0
7582,34.0
7583,37.0
7584,38.0
7585,37.0
7586,36.0
7587,33.0
7588,30.0
7589,28.0
7590,24.0
7591,26.0
7592,21.0
7593,21.0
7594,24.0
7595,28.0
7596,27.0
7597,26.0
7598,22.0
7599,22.0
7600,22.0
7601,20.0
7602,19.0
7603,19.0
7604,21.0
7605,21.0
7606,18.0
7607,19.0
7608,17.0
7609,16.0
7610,19.0
7611,17.0
7612,15.0
7613,16.0
7614,13.0
7615,13.0
7616,13.0
7617,12.0
7618,14.0
7619,17.0
7620,13.0
7621,16.0
7622,11.0
7623,11.0
7624,8.0
7625,8.0
7626,7.0
7627,7.0
7628,8.0
7629,10.0
7630,12.0
7631,12.0
7632,12.0
7633,14.0
7634,11.0
7635,10.0
7636,11.0
7637,10.0
7638,9.0
7639,9.0
7640,8.0
7641,7.0
7642,6.0
7643,4.0
7644,8.0
7645,6.0
7646,6.0
7647,9.0
7648,8.0
7649,11.0
7650,12.0
7651,15.0
7652,14.0
7653,11.0
7654,16.0
7655,15.0
7656,16.0
7657,15.0
7658,15.0
7659,15.0
7660,15.0
7661,14.0
7662,14.0
7663,15.0
7664,13.0
7665,16.0
7666,16.0
7667,16.0
7668,17.0
7669,19.0
7670,17.0
7671,18.0
7672,18.0
7673,18.0
7674,21.0
7675,21.0
7676,24.0
7677,26.0
7678,21.0
7679,20.0
7680,21.0
7681,20.0
7682,19.0
7683,15.0
7684,16.0
7685,14.0
7686,14.0
7687,15.0
7688,14.0
7689,16.0
7690,15.0
7691,16.0
7692,15.0
7693,13.0
7694,11.0
7695,38.92536106296938
7696,38.92536106296938
7697,38.92536106296938
7698,13.0
7699,12.0
7700,22.0
7701,19.0
7702,6.0
7703,5.0
7704,5.0
7705,7.0
7706,8.0
7707,10.0
7708,11.0
7709,11.0
7710,12.0
7711,14.0
7712,13.0
7713,13.0
7714,10.0
7715,10.0
7716,8.0
7717,9.0
7718,9.0
7719,8.0
7720,9.0
7721,7.0
7722,9.0
7723,10.0
7724,10.0
7725,10.0
7726,10.0
7727,9.0
7728,11.0
7729,13.0
7730,11.0
7731,10.0
7732,11.0
7733,12.0
7734,13.0
7735,16.0
7736,15.0
7737,17.0
7738,14.0
7739,16.0
7740,16.0
7741,14.0
7742,12.0
7743,11.0
7744,12.0
7745,13.0
7746,14.0
7747,13.0
7748,16.0
7749,16.0
7750,15.0
7751,12.0
7752,15.0
7753,15.0
7754,14.0
7755,13.0
7756,13.0
7757,15.0
7758,13.0
7759,13.0
7760,13.0
7761,12.0
7762,12.0
7763,14.0
7764,15.0
7765,18.0
7766,18.0
7767,21.0
7768,18.0
7769,18.0
7770,22.0
7771,20.0
7772,19.0
7773,21.0
7774,22.0
7775,21.0
7776,26.0
7777,17.0
7778,17.0
7779,18.0
7780,18.0
7781,20.0
7782,17.0
7783,17.0
7784,16.0
7785,17.0
7786,18.0
7787,16.0
7788,11.0
7789,9.0
7790,7.0
7791,3.0
7792,6.0
7793,10.0
7794,17.0
7795,16.0
7796,10.0
7797,12.0
7798,8.0
7799,7.0
7800,13.0
7801,12.0
7802,13.0
7803,11.0
7804,10.0
7805,9.0
7806,10.0
7807,11.0
7808,12.0
7809,18.0
7810,23.0
7811,31.0
7812,28.0
7813,22.0
7814,23.0
7815,26.0
7816,27.0
7817,27.0
7818,26.0
7819,31.0
7820,30.0
7821,31.0
7822,31.0
7823,34.0
7824,34.0
7825,36.0
7826,33.0
7827,36.0
7828,34.0
7829,36.0
7830,32.0
7831,32.0
7832,30.0
7833,30.0
7834,30.0
7835,29.0
7836,28.0
7837,29.0
7838,25.0
7839,26.0
7840,22.0
7841,22.0
7842,19.0
7843,14.0
7844,11.0
7845,12.0
7846,9.0
7847,6.0
7848,6.0
7849,10.0
7850,6.0
7851,12.0
7852,10.0
7853,13.0
7854,9.0
7855,9.0
7856,9.0
7857,7.0
7858,8.0
7859,8.0
7860,7.0
7861,14.0
7862,14.0
7863,16.0
7864,17.0
7865,24.0
7866,19.0
7867,20.0
7868,12.0
7869,12.0
7870,10.0
7871,11.0
7872,12.0
7873,19.0
7874,17.0
7875,17.0
7876,17.0
7877,18.0
7878,18.0
7879,20.0
7880,20.0
7881,23.0
7882,19.0
7883,17.0
7884,14.0
7885,17.0
7886,15.0
7887,13.0
7888,16.0
7889,14.0
7890,12.0
7891,12.0
7892,16.0
7893,14.0
7894,13.0
7895,12.0
7896,14.0
7897,15.0
7898,16.0
7899,18.0
7900,20.0
7901,21.0
7902,20.0
7903,21.0
7904,20.0
7905,24.0
7906,30.0
7907,34.0
7908,39.0
7909,39.0
7910,41.0
7911,46.0
7912,49.0
7913,55.0
7914,58.0
7915,66.0
7916,66.0
7917,69.0
7918,60.0
7919,60.0
7920,57.0
7921,58.0
7922,56.0
7923,58.0
7924,55.0
7925,52.0
7926,44.0
7927,35.0
7928,35.0
7929,29.0
7930,18.0
7931,21.0
7932,25.0
7933,16.0
7934,20.0
7935,29.0
7936,18.0
7937,18.0
7938,21.0
7939,24.0
7940,38.92536106296938
7941,27.0
7942,23.0
7943,24.0
7944,23.0
7945,22.0
7946,22.0
7947,26.0
7948,24.0
7949,26.0
7950,26.0
7951,26.0
7952,24.0
7953,32.0
7954,30.0
7955,34.0
7956,28.0
7957,32.0
7958,35.0
7959,32.0
7960,37.0
7961,44.0
7962,43.0
7963,39.0
7964,37.0
7965,37.0
7966,40.0
7967,32.0
7968,30.0
7969,28.0
7970,25.0
7971,26.0
7972,28.0
7973,30.0
7974,36.0
7975,37.0
7976,34.0
7977,24.0
7978,25.0
7979,31.0
7980,23.0
7981,29.0
7982,29.0
7983,28.0
7984,24.0
7985,24.0
7986,27.0
7987,29.0
7988,31.0
7989,33.0
7990,32.0
7991,33.0
7992,34.0
7993,48.0
7994,31.0
7995,26.0
7996,28.0
7997,29.0
7998,32.0
7999,33.0
8000,32.0
8001,30.0
8002,30.0
8003,31.0
8004,36.0
8005,38.0
8006,36.0
8007,32.0
8008,32.0
8009,36.0
8010,44.0
8011,43.0
8012,38.0
8013,44.0
8014,44.0
8015,46.0
8016,37.0
8017,40.0
8018,37.0
8019,40.0
8020,38.0
8021,38.0
8022,38.0
8023,40.0
8024,38.0
8025,38.0
8026,40.0
8027,40.0
8028,41.0
8029,37.0
8030,22.0
8031,21.0
8032,38.92536106296938
8033,38.92536106296938
8034,15.0
8035,13.0
8036,10.0
8037,8.0
8038,6.0
8039,8.0
8040,4.0
8041,5.0
8042,3.0
8043,3.0
8044,3.0
8045,3.0
8046,3.0
8047,3.0
8048,3.0
8049,3.0
8050,4.0
8051,3.0
8052,3.0
8053,3.0
8054,3.0
8055,3.0
8056,3.0
8057,5.0
8058,6.0
8059,5.0
8060,3.0
8061,4.0
8062,4.0
8063,5.0
8064,3.0
8065,7.0
8066,5.0
8067,3.0
8068,5.0
8069,6.0
8070,6.0
8071,7.0
8072,11.0
8073,9.0
8074,10.0
8075,10.0
8076,12.0
8077,10.0
8078,11.0
8079,38.92536106296938
8080,38.92536106296938
8081,38.92536106296938
8082,38.92536106296938
8083,38.92536106296938
8084,23.0
8085,25.0
