               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  89,            0.010008,           0.0029394,          0.00082584,             0.79847,             0.82464,             0.82735,             0.70588,            0.013674,           0.0016375,           0.0036327,           0.0012326,           0.0012326,           0.0012326
                  90,            0.010102,           0.0029638,          0.00093302,             0.79076,             0.82236,             0.82322,              0.7022,            0.013462,           0.0016581,           0.0038333,           0.0011379,           0.0011379,           0.0011379
                  91,           0.0099124,           0.0029692,          0.00088294,             0.78513,             0.83133,             0.82866,             0.70929,            0.013583,           0.0016511,           0.0036551,           0.0010431,           0.0010431,           0.0010431
                  92,            0.010117,           0.0029957,          0.00092574,              0.8004,             0.82087,             0.83095,             0.71201,            0.013722,           0.0015773,           0.0036263,          0.00094839,          0.00094839,          0.00094839
                  93,           0.0098477,           0.0028775,          0.00086188,             0.78304,              0.8334,             0.82823,             0.70983,            0.013546,           0.0015333,           0.0038914,          0.00085364,          0.00085364,          0.00085364
                  94,           0.0098679,           0.0029329,          0.00083436,             0.79013,             0.81643,             0.82091,             0.70143,            0.013845,           0.0016297,           0.0040951,           0.0007589,           0.0007589,           0.0007589
                  95,           0.0099183,           0.0028862,          0.00084815,              0.7848,             0.82854,             0.82564,             0.70835,            0.013468,            0.001645,           0.0040964,          0.00066416,          0.00066416,          0.00066416
                  96,           0.0098436,            0.002885,          0.00087595,             0.79675,             0.82487,             0.82874,             0.71646,            0.013144,           0.0016185,           0.0038868,          0.00056942,          0.00056942,          0.00056942
                  97,           0.0098298,            0.002899,          0.00087873,             0.78113,             0.82209,             0.82623,             0.71164,            0.013276,           0.0016433,           0.0039707,          0.00047467,          0.00047467,          0.00047467
                  98,           0.0097076,           0.0028369,          0.00084066,             0.78384,             0.81675,             0.82467,             0.70286,            0.013917,           0.0016447,           0.0040742,          0.00037993,          0.00037993,          0.00037993
                  99,           0.0098982,           0.0029535,          0.00084855,              0.7807,             0.82277,             0.82463,             0.69988,            0.013954,           0.0017148,            0.004025,          0.00028519,          0.00028519,          0.00028519
                   0,            0.022801,           0.0071757,           0.0022992,             0.83878,             0.80173,             0.86274,             0.62526,            0.021041,           0.0030667,           0.0021914,            0.070238,           0.0030355,           0.0030355
                   1,            0.017887,           0.0059648,           0.0020748,             0.78334,             0.79674,             0.82438,              0.5827,            0.022127,            0.003002,           0.0024314,            0.041887,           0.0060224,           0.0060224
                   2,            0.019463,           0.0059826,           0.0021059,             0.79547,             0.80697,              0.8407,             0.63246,            0.019747,           0.0026957,            0.002378,            0.013477,            0.008949,            0.008949
                   3,            0.019591,           0.0058908,           0.0021127,             0.81076,             0.81678,             0.83377,             0.56828,            0.022694,           0.0029346,           0.0023502,           0.0092858,           0.0092858,           0.0092858
                   4,            0.018449,           0.0056952,           0.0020068,             0.79694,             0.82363,             0.81544,             0.61114,            0.019595,           0.0027329,           0.0029878,           0.0092858,           0.0092858,           0.0092858
                   5,            0.017975,            0.005704,           0.0020032,             0.71864,             0.77995,             0.79246,             0.52461,             0.02509,           0.0029355,           0.0031194,            0.009191,            0.009191,            0.009191
                   6,            0.017808,           0.0056977,           0.0020149,             0.79353,             0.77983,             0.82513,             0.58215,             0.02326,           0.0028719,           0.0023653,           0.0090963,           0.0090963,           0.0090963
                   7,            0.017246,           0.0056207,           0.0020086,             0.77583,              0.7821,             0.81538,             0.56998,            0.022861,           0.0028907,           0.0032595,           0.0090015,           0.0090015,           0.0090015
                   8,            0.017198,            0.005495,           0.0019778,             0.75918,             0.80116,              0.8168,             0.60322,            0.020969,           0.0026211,           0.0026313,           0.0089068,           0.0089068,           0.0089068
                   9,             0.01672,           0.0055219,           0.0019274,             0.81302,             0.84826,             0.83764,              0.5859,            0.024418,           0.0025827,           0.0030094,           0.0088121,           0.0088121,           0.0088121
                  10,            0.016669,            0.005547,           0.0018104,             0.78217,             0.83089,             0.83329,             0.60524,            0.021986,           0.0025791,           0.0025702,           0.0087173,           0.0087173,           0.0087173
                  11,            0.016268,           0.0054799,           0.0018586,             0.80948,               0.829,             0.85231,             0.61184,            0.023032,           0.0028218,           0.0023732,           0.0086226,           0.0086226,           0.0086226
                   0,            0.020021,           0.0040067,           0.0018596,             0.84389,             0.80753,              0.8403,             0.68843,            0.016786,           0.0017818,           0.0024503,            0.070238,           0.0030355,           0.0030355
                   1,            0.020491,            0.002809,           0.0025564,             0.81982,             0.78045,             0.80859,             0.68794,            0.015946,           0.0019981,           0.0027994,            0.041887,           0.0060224,           0.0060224
                   2,            0.023015,           0.0028946,           0.0027051,             0.81594,             0.75849,             0.81121,             0.63194,            0.019938,           0.0023368,           0.0024628,            0.013477,            0.008949,            0.008949
                   3,            0.021696,           0.0029908,           0.0026629,             0.80014,             0.76314,             0.81064,             0.61835,            0.019936,           0.0026857,           0.0026566,           0.0092858,           0.0092858,           0.0092858
                   4,            0.020468,            0.002961,           0.0026006,             0.79713,             0.72656,             0.78456,             0.57242,            0.021448,           0.0022464,            0.003098,           0.0092858,           0.0092858,           0.0092858
                   5,            0.020763,           0.0028272,           0.0026756,             0.79818,              0.7684,             0.79065,             0.61084,            0.020653,           0.0024422,           0.0031494,            0.009191,            0.009191,            0.009191
                   6,             0.01927,           0.0027428,           0.0023886,             0.83612,             0.79448,               0.821,             0.60948,            0.020461,           0.0021123,           0.0032409,           0.0090963,           0.0090963,           0.0090963
                   7,            0.018329,           0.0028711,           0.0023879,             0.78886,              0.7307,              0.8221,             0.66303,            0.016896,           0.0024308,            0.002467,           0.0090015,           0.0090015,           0.0090015
                   8,            0.018529,           0.0029449,           0.0022908,             0.80451,             0.79807,             0.82686,             0.62111,            0.020942,           0.0023317,             0.00305,           0.0089068,           0.0089068,           0.0089068
                   9,            0.017663,           0.0028132,           0.0022157,             0.85791,             0.82361,              0.8514,             0.65127,             0.02043,           0.0019856,           0.0028098,           0.0088121,           0.0088121,           0.0088121
                  10,            0.018249,             0.00271,           0.0023826,             0.78658,             0.75817,             0.81059,             0.62298,            0.020506,            0.002352,           0.0025243,           0.0087173,           0.0087173,           0.0087173
                  11,            0.017417,           0.0027236,            0.002273,             0.79513,             0.76139,             0.78618,             0.63211,            0.016479,            0.002053,           0.0033755,           0.0086226,           0.0086226,           0.0086226
                  12,            0.017695,           0.0026838,           0.0023064,             0.85423,             0.80166,             0.83566,             0.64251,            0.019478,           0.0021148,           0.0031871,           0.0085278,           0.0085278,           0.0085278
                  13,            0.016909,           0.0027398,           0.0021384,             0.79645,             0.78534,             0.80031,             0.61116,            0.020069,            0.002273,           0.0033059,           0.0084331,           0.0084331,           0.0084331
                  14,             0.01722,           0.0025716,           0.0022908,             0.84145,             0.79884,             0.83255,             0.62264,            0.019564,           0.0023649,           0.0030056,           0.0083383,           0.0083383,           0.0083383
                  15,            0.016188,           0.0027199,           0.0022206,             0.81172,             0.77351,             0.80337,              0.5933,            0.022832,           0.0023588,           0.0031423,           0.0082436,           0.0082436,           0.0082436
                  16,            0.016202,           0.0027112,           0.0021025,             0.79094,             0.73595,             0.80132,              0.6287,            0.017757,           0.0022328,           0.0032346,           0.0081489,           0.0081489,           0.0081489
                  17,            0.016421,           0.0026156,           0.0022653,              0.7697,             0.80108,             0.82055,             0.64288,            0.016785,           0.0021118,           0.0030106,           0.0080541,           0.0080541,           0.0080541
                  18,            0.016375,           0.0026217,           0.0022015,             0.79265,             0.76975,              0.7919,             0.63116,            0.019628,             0.00188,           0.0039154,           0.0079594,           0.0079594,           0.0079594
                  19,              0.0168,           0.0025386,           0.0023614,             0.79562,             0.74701,             0.79949,             0.58913,            0.022029,           0.0023986,           0.0033335,           0.0078646,           0.0078646,           0.0078646
                  20,            0.016106,           0.0025509,           0.0022188,             0.81241,             0.76615,             0.82653,             0.65154,            0.018554,           0.0022147,           0.0032888,           0.0077699,           0.0077699,           0.0077699
                  21,            0.016089,           0.0027012,           0.0021239,             0.74645,             0.76994,             0.80481,              0.5902,            0.023154,           0.0027891,            0.002903,           0.0076751,           0.0076751,           0.0076751
                  22,            0.015208,           0.0028567,           0.0019476,             0.80929,              0.7833,             0.82615,             0.66069,             0.01872,           0.0022217,           0.0027009,           0.0075804,           0.0075804,           0.0075804
                  23,            0.015422,           0.0027112,           0.0019932,             0.80953,              0.7639,             0.80504,             0.63633,            0.018794,           0.0020709,           0.0032013,           0.0074857,           0.0074857,           0.0074857
                  24,            0.016005,           0.0024834,           0.0022515,              0.7864,             0.79178,             0.82755,             0.66619,             0.01835,           0.0020438,           0.0031293,           0.0073909,           0.0073909,           0.0073909
                  25,            0.015482,           0.0027992,            0.002115,             0.79659,             0.79124,             0.82599,             0.67512,            0.016901,            0.001791,           0.0028329,           0.0072962,           0.0072962,           0.0072962
                  26,            0.015815,           0.0024968,           0.0022387,             0.78768,             0.80183,             0.82094,             0.63038,            0.020553,           0.0019616,             0.00343,           0.0072014,           0.0072014,           0.0072014
                  27,            0.015257,           0.0024971,           0.0021312,             0.83578,             0.79966,             0.83602,             0.63674,            0.019458,           0.0018683,           0.0030538,           0.0071067,           0.0071067,           0.0071067
                  28,            0.014896,           0.0025561,           0.0020698,             0.81402,             0.79456,              0.8333,             0.65515,            0.017634,           0.0019868,           0.0027509,           0.0070119,           0.0070119,           0.0070119
                  29,            0.015387,           0.0024902,            0.002115,             0.76667,             0.78159,             0.82305,             0.64689,              0.0185,           0.0021296,           0.0032957,           0.0069172,           0.0069172,           0.0069172
                  30,             0.01514,           0.0024397,           0.0020605,              0.7753,             0.75534,              0.7736,             0.59379,            0.019882,           0.0020853,            0.005238,           0.0068225,           0.0068225,           0.0068225
                  31,            0.014867,           0.0023749,           0.0021337,             0.74517,             0.80912,             0.81159,             0.63958,            0.018808,           0.0022152,           0.0036997,           0.0067277,           0.0067277,           0.0067277
                  32,            0.014442,           0.0025844,           0.0019977,              0.7874,             0.80788,             0.82484,             0.67597,            0.016628,           0.0019849,           0.0030206,            0.006633,            0.006633,            0.006633
                  33,            0.014687,           0.0024448,           0.0020183,             0.78325,             0.78664,             0.82453,             0.64111,            0.019006,           0.0021752,           0.0032314,           0.0065382,           0.0065382,           0.0065382
                  34,            0.014333,            0.002474,           0.0020149,             0.78172,             0.77218,             0.81554,             0.66635,            0.017149,           0.0020809,             0.00318,           0.0064435,           0.0064435,           0.0064435
                  35,            0.014393,           0.0024169,           0.0019666,             0.79216,             0.78659,             0.81624,             0.62873,            0.020299,           0.0023067,           0.0033442,           0.0063487,           0.0063487,           0.0063487
                  36,            0.014034,           0.0024186,           0.0018872,             0.74228,             0.76049,              0.8123,             0.64901,            0.018812,           0.0023092,           0.0032739,            0.006254,            0.006254,            0.006254
                  37,            0.014113,           0.0024861,           0.0019053,             0.80262,             0.80005,              0.8301,             0.66508,             0.01808,           0.0018859,           0.0031871,           0.0061593,           0.0061593,           0.0061593
                  38,            0.014038,           0.0023193,           0.0021295,             0.75075,             0.76177,             0.80292,             0.62476,            0.019541,           0.0022366,           0.0036014,           0.0060645,           0.0060645,           0.0060645
                  39,             0.01406,           0.0024236,           0.0020192,             0.74628,             0.77784,             0.81155,             0.62025,            0.020316,           0.0024936,            0.002911,           0.0059698,           0.0059698,           0.0059698
                  40,            0.014026,           0.0025417,           0.0018496,             0.80058,             0.77223,             0.81961,             0.64685,            0.018206,           0.0020481,           0.0034163,            0.005875,            0.005875,            0.005875
                   0,            0.015225,           0.0033872,           0.0017027,             0.82605,             0.83109,              0.8398,             0.69694,            0.016159,           0.0017093,           0.0026358,            0.070238,           0.0030355,           0.0030355
                   1,            0.020564,            0.002742,           0.0026687,              0.8576,             0.78689,              0.8306,             0.71146,            0.014399,            0.001735,           0.0024742,            0.041887,           0.0060224,           0.0060224
                   2,            0.022585,           0.0028758,           0.0026931,             0.83944,             0.77962,             0.82655,              0.5974,             0.02279,            0.002072,           0.0029955,            0.013477,            0.008949,            0.008949
                   3,            0.022469,            0.002909,           0.0028588,             0.84271,             0.79357,             0.80627,             0.58054,            0.019776,           0.0019344,           0.0028934,           0.0092858,           0.0092858,           0.0092858
                   4,            0.020586,            0.002946,           0.0027125,              0.7987,             0.78548,             0.79642,             0.57826,            0.020632,           0.0025363,           0.0031646,           0.0092858,           0.0092858,           0.0092858
                   5,             0.01974,           0.0030317,           0.0025377,             0.82921,             0.78672,             0.81881,             0.59865,            0.020844,           0.0023465,           0.0026891,            0.009191,            0.009191,            0.009191
                   6,            0.019171,           0.0028691,           0.0025719,             0.77153,             0.77098,             0.78753,             0.58231,            0.020385,           0.0019858,            0.003465,           0.0090963,           0.0090963,           0.0090963
                   7,            0.019598,           0.0027849,           0.0027416,             0.79266,             0.74879,             0.78317,             0.61098,            0.020307,            0.002366,           0.0033064,           0.0090015,           0.0090015,           0.0090015
                   8,            0.018129,           0.0029349,           0.0024634,             0.83201,             0.80516,             0.82548,             0.66364,            0.017041,           0.0020544,           0.0028374,           0.0089068,           0.0089068,           0.0089068
                   9,            0.018704,           0.0027153,           0.0024947,             0.80572,             0.76555,             0.79806,             0.63581,            0.017345,           0.0021118,           0.0033802,           0.0088121,           0.0088121,           0.0088121
                  10,            0.018873,           0.0027343,            0.002631,             0.80027,             0.80321,             0.82987,              0.6899,            0.015696,           0.0022272,           0.0027755,           0.0087173,           0.0087173,           0.0087173
                  11,            0.017407,           0.0026772,           0.0023151,             0.82018,               0.753,             0.81154,             0.61881,            0.018442,           0.0024287,           0.0029173,           0.0086226,           0.0086226,           0.0086226
                  12,            0.017769,           0.0027516,           0.0024801,             0.80322,             0.77394,              0.8043,             0.61909,             0.01964,           0.0023002,           0.0028401,           0.0085278,           0.0085278,           0.0085278
                   0,             0.01999,           0.0045148,           0.0073034,             0.79828,             0.81369,             0.85499,             0.65945,            0.018676,           0.0019595,           0.0026116,            0.070238,           0.0030355,           0.0030355
                   1,            0.019967,           0.0033168,           0.0044477,             0.80439,             0.83313,             0.84001,             0.66055,            0.018213,           0.0018898,           0.0028448,            0.041887,           0.0060224,           0.0060224
                   2,            0.022513,           0.0032341,           0.0040359,             0.72356,             0.67337,             0.72097,              0.4466,            0.031467,           0.0029726,           0.0045948,            0.013477,            0.008949,            0.008949
                   3,            0.020975,           0.0035251,            0.004383,             0.72725,             0.76609,             0.79941,             0.54162,            0.023487,            0.002595,           0.0037173,           0.0092858,           0.0092858,           0.0092858
                   4,            0.021061,           0.0033766,           0.0041423,             0.67873,             0.63415,             0.66695,             0.44919,            0.026134,           0.0028087,           0.0064996,           0.0092858,           0.0092858,           0.0092858
                   5,            0.020142,            0.003499,           0.0041253,             0.68043,             0.66786,             0.68059,             0.47063,            0.024084,           0.0026432,           0.0059038,            0.009191,            0.009191,            0.009191
                   6,            0.019758,           0.0033527,           0.0037579,             0.61208,             0.65684,             0.64999,             0.42296,            0.025593,           0.0025727,           0.0069927,           0.0090963,           0.0090963,           0.0090963
                   7,            0.019564,           0.0032144,           0.0037136,             0.49241,             0.57179,             0.52586,             0.35105,            0.027511,            0.003261,           0.0073859,           0.0090015,           0.0090015,           0.0090015
                   8,            0.018125,           0.0037021,           0.0037004,             0.61023,             0.60831,             0.61308,             0.38518,            0.032847,           0.0026073,           0.0080509,           0.0089068,           0.0089068,           0.0089068
                   0,            0.020233,           0.0046641,           0.0078226,             0.78987,             0.81935,             0.85361,             0.66979,            0.018001,           0.0019801,           0.0025544,            0.070238,           0.0030355,           0.0030355
                   1,            0.020873,           0.0035098,           0.0045413,             0.73619,             0.79239,             0.82289,             0.66775,             0.01632,           0.0021589,            0.005274,            0.041887,           0.0060224,           0.0060224
                   2,            0.021885,            0.003494,           0.0042331,             0.69782,             0.74504,             0.75329,             0.52023,            0.026644,            0.002257,           0.0055642,            0.013477,            0.008949,            0.008949
                   3,            0.022864,           0.0034331,           0.0043485,              0.7152,             0.70317,             0.72232,             0.49712,            0.024177,           0.0027236,           0.0041797,           0.0092858,           0.0092858,           0.0092858
                   4,             0.02121,           0.0033426,           0.0042368,             0.68815,              0.6859,             0.72043,             0.49583,            0.025642,           0.0025021,           0.0048236,           0.0092858,           0.0092858,           0.0092858
                   5,            0.020066,           0.0035703,            0.004049,             0.64777,             0.68282,             0.67979,             0.47991,            0.024833,           0.0025287,           0.0061939,            0.009191,            0.009191,            0.009191
                   6,            0.019199,           0.0035983,           0.0037593,             0.62345,             0.63471,              0.6436,              0.4234,             0.02907,           0.0029081,           0.0062616,           0.0090963,           0.0090963,           0.0090963
                   7,            0.018516,           0.0038264,           0.0036647,              0.5449,             0.55901,             0.53361,             0.36274,            0.030497,           0.0035052,           0.0069728,           0.0090015,           0.0090015,           0.0090015
                   8,            0.017955,           0.0039074,           0.0035277,             0.64101,             0.65216,             0.65873,             0.41071,            0.031396,           0.0028325,           0.0059853,           0.0089068,           0.0089068,           0.0089068
                   9,            0.018058,           0.0037075,           0.0034119,             0.55905,             0.57258,             0.54324,             0.39978,            0.027446,           0.0030067,           0.0080841,           0.0088121,           0.0088121,           0.0088121
                  10,            0.017795,           0.0037482,           0.0033099,             0.57713,             0.59248,             0.55761,             0.39941,            0.027877,            0.002858,           0.0079601,           0.0087173,           0.0087173,           0.0087173
                  11,            0.017623,           0.0035817,           0.0031477,             0.50144,             0.52377,             0.48148,             0.29467,            0.033301,            0.003548,           0.0087816,           0.0086226,           0.0086226,           0.0086226
                  12,            0.017017,           0.0038556,           0.0031946,             0.60017,             0.61736,             0.61532,             0.38381,            0.033316,           0.0030547,           0.0068206,           0.0085278,           0.0085278,           0.0085278
                  13,            0.017531,           0.0035583,            0.003137,             0.60353,             0.65059,             0.62672,             0.36665,            0.035619,           0.0028081,           0.0065962,           0.0084331,           0.0084331,           0.0084331
                  14,             0.01722,           0.0035283,           0.0031743,             0.55941,             0.60101,             0.59948,             0.38874,            0.027671,           0.0027713,             0.00664,           0.0083383,           0.0083383,           0.0083383
                  15,            0.017345,           0.0033375,           0.0030578,             0.56143,             0.54117,             0.54283,             0.34016,            0.030964,           0.0033736,           0.0073315,           0.0082436,           0.0082436,           0.0082436
                   0,            0.015607,           0.0034681,           0.0018792,             0.85549,             0.81192,             0.85579,             0.67596,            0.017336,           0.0018806,           0.0023007,            0.070238,           0.0030355,           0.0030355
                   1,            0.019898,           0.0027639,           0.0026108,             0.84326,             0.78106,             0.82233,             0.65701,            0.017671,           0.0020297,           0.0027345,            0.041887,           0.0060224,           0.0060224
                   2,            0.021689,           0.0029616,            0.002631,             0.80763,             0.77942,             0.81185,             0.57778,            0.022347,           0.0021028,           0.0024343,            0.013477,            0.008949,            0.008949
                   3,            0.022274,           0.0029574,           0.0028992,             0.81956,             0.78163,             0.82526,             0.61449,            0.021541,           0.0024606,           0.0023729,           0.0092858,           0.0092858,           0.0092858
                   4,            0.020554,           0.0030747,           0.0026441,             0.70937,             0.67305,             0.73416,              0.5158,            0.026065,            0.003393,           0.0033659,           0.0092858,           0.0092858,           0.0092858
                   5,            0.018631,           0.0034285,           0.0022267,             0.82382,             0.79085,             0.83668,              0.6256,            0.021036,           0.0021814,           0.0024518,            0.009191,            0.009191,            0.009191
                   6,            0.019256,           0.0029201,           0.0026812,             0.83346,             0.79701,             0.83537,             0.69457,            0.015129,           0.0019136,           0.0025387,           0.0090963,           0.0090963,           0.0090963
                   7,            0.020298,           0.0027943,           0.0027634,             0.82236,             0.80044,             0.84897,             0.68457,            0.016989,           0.0018409,           0.0023302,           0.0090015,           0.0090015,           0.0090015
                   8,            0.018239,           0.0029918,           0.0024901,             0.81678,             0.78244,             0.83215,             0.58654,            0.022789,           0.0022544,           0.0024975,           0.0089068,           0.0089068,           0.0089068
                   9,            0.018892,           0.0027759,           0.0025995,             0.80302,             0.81056,              0.8341,             0.64589,            0.018482,           0.0020578,            0.002545,           0.0088121,           0.0088121,           0.0088121
                  10,            0.018763,           0.0026959,            0.002491,             0.78363,             0.68855,             0.77842,             0.62597,            0.018342,           0.0026252,            0.002893,           0.0087173,           0.0087173,           0.0087173
                  11,            0.017547,           0.0027812,           0.0021889,             0.83718,              0.7695,             0.81758,             0.63363,            0.019071,           0.0022862,           0.0031066,           0.0086226,           0.0086226,           0.0086226
                  12,            0.018101,            0.002738,           0.0025958,             0.81175,             0.73534,             0.80492,             0.59426,            0.019957,           0.0023844,           0.0026283,           0.0085278,           0.0085278,           0.0085278
                  13,            0.017392,           0.0027259,           0.0023223,             0.79885,             0.76941,             0.80636,             0.63344,            0.018017,           0.0020991,           0.0030473,           0.0084331,           0.0084331,           0.0084331
                  14,            0.017432,           0.0025954,              0.0025,             0.82989,             0.82528,             0.83282,             0.64607,            0.017417,           0.0017801,            0.002864,           0.0083383,           0.0083383,           0.0083383
                  15,            0.017465,           0.0026009,           0.0025609,             0.77719,             0.74529,             0.79188,             0.58647,             0.02083,           0.0026013,           0.0029578,           0.0082436,           0.0082436,           0.0082436
                  16,            0.016428,           0.0028178,           0.0023551,             0.81063,              0.8087,             0.82708,             0.66658,            0.018046,           0.0018927,           0.0026209,           0.0081489,           0.0081489,           0.0081489
                  17,             0.01706,           0.0025712,            0.002401,             0.81666,             0.76729,             0.78163,             0.62969,            0.016513,           0.0020522,           0.0032848,           0.0080541,           0.0080541,           0.0080541
                  18,            0.016533,           0.0026371,             0.00237,             0.81407,             0.75066,             0.78985,             0.59601,            0.020672,           0.0020327,           0.0031418,           0.0079594,           0.0079594,           0.0079594
                  19,            0.016248,           0.0026159,             0.00229,              0.7466,             0.75933,             0.79765,             0.60936,             0.01861,           0.0022867,           0.0032304,           0.0078646,           0.0078646,           0.0078646
                  20,            0.016457,           0.0027051,           0.0022522,             0.79018,             0.77363,             0.81617,              0.6202,            0.019282,           0.0023343,           0.0029329,           0.0077699,           0.0077699,           0.0077699
                  21,            0.015985,           0.0026899,           0.0021808,             0.80506,             0.77079,             0.81958,             0.65365,            0.017592,           0.0021909,           0.0029058,           0.0076751,           0.0076751,           0.0076751
                  22,            0.016359,           0.0026703,            0.002242,             0.73804,             0.73735,             0.79117,             0.60895,            0.021609,           0.0025653,            0.002941,           0.0075804,           0.0075804,           0.0075804
                  23,             0.01548,            0.002963,           0.0020728,             0.74901,             0.75608,             0.78085,             0.61684,            0.018832,           0.0024623,           0.0035649,           0.0074857,           0.0074857,           0.0074857
                  24,            0.015838,           0.0026532,           0.0022812,             0.77052,             0.76192,             0.80428,             0.62668,            0.019635,           0.0023071,           0.0031453,           0.0073909,           0.0073909,           0.0073909
                  25,            0.015701,           0.0027867,           0.0022337,             0.77469,             0.77614,             0.80246,             0.62676,            0.019484,           0.0022786,            0.003727,           0.0072962,           0.0072962,           0.0072962
                  26,            0.015971,           0.0025401,           0.0024278,             0.83674,             0.77329,             0.81054,             0.65742,            0.016236,           0.0018293,           0.0034926,           0.0072014,           0.0072014,           0.0072014
                  27,            0.015644,           0.0023798,           0.0024211,             0.75821,             0.77996,             0.80486,             0.60555,            0.021194,           0.0024746,           0.0032198,           0.0071067,           0.0071067,           0.0071067
                  28,            0.015162,           0.0026285,           0.0021774,             0.81075,             0.73498,             0.80902,             0.64274,            0.018203,           0.0021783,           0.0029361,           0.0070119,           0.0070119,           0.0070119
                  29,            0.015214,           0.0025489,           0.0021279,             0.84091,             0.78573,             0.83437,             0.67424,            0.016989,           0.0020288,           0.0027477,           0.0069172,           0.0069172,           0.0069172
                  30,            0.015382,           0.0024817,           0.0021828,             0.84594,             0.79245,             0.82503,             0.67854,            0.016626,           0.0019202,           0.0035101,           0.0068225,           0.0068225,           0.0068225
                  31,            0.015391,           0.0024914,           0.0022411,             0.80273,             0.79467,              0.8396,             0.69124,            0.015518,           0.0023446,           0.0027748,           0.0067277,           0.0067277,           0.0067277
                  32,            0.014707,            0.002696,           0.0019943,             0.77981,              0.7853,             0.80959,             0.63609,             0.01889,           0.0022204,            0.003375,            0.006633,            0.006633,            0.006633
                  33,            0.014528,           0.0024405,           0.0020713,             0.81499,             0.78283,              0.8158,             0.67405,            0.015236,           0.0018447,           0.0032849,           0.0065382,           0.0065382,           0.0065382
                  34,            0.014819,           0.0023569,           0.0021901,             0.73741,             0.75026,             0.79466,             0.61974,             0.02029,           0.0022932,           0.0029342,           0.0064435,           0.0064435,           0.0064435
                  35,            0.014194,           0.0025134,            0.001952,             0.81154,              0.7678,             0.80658,             0.66243,            0.016078,           0.0019519,           0.0034932,           0.0063487,           0.0063487,           0.0063487
