month,day,hour,남녀성비,총생활인구수_1시간전,총생활인구수_3시간전,총생활인구수_24시간전,총생활인구수_3시간전평균,총생활인구수_6시간전평균,총생활인구수_12시간전평균,총생활인구수_24시간전평균
1,1,1,1.0098611348162678,32610.084639999997,33422.36668,33097.10618,32175.96948,32175.96948,32175.96948,32175.96948
1,1,2,1.0127517447588057,32808.12755999998,34729.04209999998,33192.00903999998,32256.78396,32256.78396,32256.78396,32256.78396
1,1,3,1.0101311565019597,33422.36668,35340.74252,33287.2195,32374.550853333334,32374.550853333334,32374.550853333334,32374.550853333334
1,1,4,1.007292547801198,34729.04209999998,35088.7943,33831.7098,32585.270213333326,32482.945029999995,32482.945029999995,32482.945029999995
1,1,5,1.0098165909762749,35340.74252,35493.1272,35696.8093,32946.859626666665,32670.829359999996,32670.829359999996,32670.829359999996
1,1,6,0.9973959101965886,35088.7943,35792.687299999976,37522.894399999976,33653.17877999999,33013.86481666666,33013.86481666666,33013.86481666666
1,1,7,0.9945191457762022,35493.1272,36448.78104,39582.92987999998,34497.38376666666,33541.326989999994,33346.27591714285,33346.27591714285
1,1,8,0.9995350633303104,35792.687299999976,36536.26528,40092.69597999998,35052.85963999999,33999.859633333326,33564.090715,33564.090715
1,1,9,0.995372003573545,36448.78104,36674.79552,40368.938780000004,35307.55467333334,34480.36672666666,33778.42810222222,33778.42810222222
1,1,10,0.9998651047431861,36536.26528,36752.78137999998,41342.99421999998,35458.20293333333,34977.79334999999,33979.854022,33979.854022
1,1,11,0.9850295680352132,36674.79552,36607.039859999975,40780.943659999975,35911.53184666666,35482.19574333332,34204.30193272727,34204.30193272727
1,1,12,1.0042768048260153,36752.78137999998,36240.46968,40710.888380000004,36259.24453999999,35783.399606666666,34398.63221166666,34398.63221166666
1,1,13,0.9883580707134817,36607.039859999975,35653.62204,41054.21146,36553.280613333336,36005.741773333335,34773.534381666665,34573.72169692307
1,1,14,1.0124417499305665,36240.46968,35983.0538,41243.78377999998,36654.61405999999,36283.07295333333,35141.466293333324,34729.36881714285
1,1,15,1.0071768960332301,35653.62204,36005.89228,39849.10124,36678.205586666656,36468.72506333332,35474.54589499999,34854.546886666656
1,1,16,1.0005468339084271,35983.0538,35590.98435999998,38965.60019999998,36533.430306666654,36543.35545999999,35760.574405,34941.167061249995
1,1,17,1.0116683433478264,36005.89228,34384.10488,38812.00868,36167.04386,36410.82895999999,35946.51235166666,34983.076177647046
1,1,18,1.008147107904327,35590.98435999998,34111.28426,37155.35608,35959.048506666666,36318.62704666666,36051.01332666666,35038.630489999996
1,1,19,1.0180442284696352,34384.10488,34150.72362,35675.061700000006,35880.856040000006,36207.14317333332,36106.44247333333,35089.53900526315
1,1,20,1.0131926856179045,34111.28426,32673.849919999997,34573.6552,35859.97681333332,36013.51033666666,36148.291645,35114.611272999995
1,1,21,1.0160687679110885,34150.72362,32913.09214,34162.16441999998,35326.99383999999,35643.021173333334,36055.87311833332,35079.82525428571
1,1,22,1.0145459829839802,32673.849919999997,33097.10618,34355.19646,34695.45783333333,35288.156936666666,35915.75619833332,35035.80066363636
1,1,23,1.0258878980751065,32913.09214,33192.00903999998,33212.85137999998,34215.37092,35037.67386666666,35724.251413333324,34997.31905304347
1,2,0,1.0234238430996174,33097.10618,33287.2195,33122.571219999976,33645.285933333325,34486.139886666664,35402.38346666666,34900.50783916666
1,2,1,1.0204272220022044,33192.00903999998,33831.7098,33441.63905999998,33245.88856,33970.67319666666,35088.908185,34931.221283333325
1,2,2,1.020643467150554,33287.2195,35696.8093,33603.65296,32894.682746666665,33555.02683333334,34784.268585,34962.86743916666
1,2,3,1.022427176090679,33831.7098,37522.894399999976,33704.63039999998,33067.402453333336,33356.34419333333,34499.68268333333,34987.11428916666
1,2,4,1.0296467650169017,35696.8093,39582.92987999998,34352.01988,33192.11157333333,33219.00006666666,34253.57850166666,35007.07645333333
1,2,5,1.030921967285778,37522.894399999976,40092.69597999998,36042.84283999998,33436.97944666666,33165.83109666666,34101.75248166666,35024.13241666666
